Experimento,No.,Clase,max_b1,max_b2,max_b3,max_b4,max_b5,max_b6,max_b7,max_b8,min_b1,min_b2,min_b3,min_b4,min_b5,min_b6,min_b7,min_b8,coe_cor_min,coe_cor_prom,coe_cor_max,con_min_ene,con_max_ene_pro,con_max_ene,cen_con_min,cen_con_prom,cen_con_max,des_est_sum_pro,rol_inv_min,rol_inv_prom,rol_inv_max,sum_ene_pro,ent_min,ent_prom,ent_max,spre_min,spre_prom,spre_max,kur_min,kur_prom,kur_max,asim_min,asim_prom,asim_max,deca_min,deca_prom,deca_max,max_b1,max_b2,max_b3,max_b4,max_b5,max_b6,min_b1,min_b2,min_b3,min_b4,min_b5,min_b6,rms_min,rms_prom,rms_max,rol_min,rol_prom,rol_max,cen_min,cen_prom,cen_max,corre_min,corre_prom,corre_max,ent_min,ent_prom,ent_max,no_sismo,tremor,impacto
V_F_11_I_08,95,2,7.817355567,9.648128044,5.09360123,4.029973083,3.460765615,2.774242341,2.380955147,2.051212889,6.396471992,7.572591015,3.390012948,1.990400104,1.129626437,0.729866572,0.608087551,0.537014108,0,0.217478726,0.985875508,8,13.66666667,24,1051.770975,1191.459233,1507.027864,10.22163169,72,84.16666667,100,27.20367889,0.742466834,0.770599659,0.855042652,854.1777782,951.5365286,1073.628935,2.458454351,3.956082129,5.065192016,0.804541337,1.324746991,1.608082324,0.042868144,0.053722359,0.058456129,7.138499823,14.09550857,7.422982264,6.549503408,7.870755812,3.111496854,1.224282052,5.310104996,1.648526281,0.978390436,1.03045529,0.761573038,17.46234789,52.81021509,72.63758497,92,107.1428571,113,31.91609598,38.66689901,43.60925924,0.584230011,0.743445906,0.869954788,0.545789618,0.777685858,0.871347562,4,0,3
V_F_11_I_09,96,2,8.361411201,10.9459085,6.204715294,5.398731666,4.301762063,3.873117716,3.108214433,2.898152881,4.890509443,7.413025785,3.354462661,2.143866308,1.55726506,1.236058348,0.940667061,0.833778799,0,0.208776758,0.976517989,8,14.66666667,26,1151.016474,1366.350158,1716.693773,7.701070443,83,94,107,30.89087896,0.744030827,0.808094951,0.899381162,920.3006995,1017.900688,1102.768759,2.122604459,3.144739761,3.989992207,0.52897357,1.03492106,1.335787309,0.039598385,0.049577974,0.061638563,9.441001759,11.9953832,7.898286869,7.565961657,7.221419863,3.539079444,4.732444839,9.403671008,2.497523536,1.815728222,1.9308561,1.266408583,9.238590937,32.20150648,41.32389215,101,107.7142857,112,31.6613209,35.47914811,39.90676154,0.65544258,0.781912646,0.845079264,0.722746891,0.822810176,0.882455938,2,0,5
V_F_11_I_10,97,2,8.190655094,10.46391196,5.704782736,4.396972362,3.072100834,1.708351987,1.39613602,0.975530755,5.310839228,5.318168973,2.550206518,1.763835595,1.219283169,0.64505532,0.518104451,0.359141262,0,0.213509541,0.975405167,9,14.5,25,1028.70258,1202.220628,1345.582485,6.01375971,73,81.33333333,87,26.85643163,0.705509084,0.770041584,0.829759463,863.8236622,917.3412358,947.1609974,3.212867229,3.695878524,4.535144461,1.025365709,1.212772196,1.488645217,0.043729142,0.052719759,0.060986726,7.531740118,10.81268533,5.823135786,4.711618431,6.408978888,2.965286794,2.136085995,7.569039588,2.341714368,0.81897414,1.30021922,0.314717077,20.47053904,50.46921312,74.93408562,85,104.8571429,114,29.60193268,34.63177449,39.2144207,0.640365575,0.766758212,0.929888713,0.670941489,0.757221383,0.864402974,1,0,6
V_F_11_I_11,98,2,8.396870116,12.00668113,8.584925396,6.771976898,2.341272554,1.378179544,1.459126114,1.782527547,5.916430066,5.113855031,2.554213705,2.000263995,0.703999938,0.464332748,0.461701526,0.591492955,0,0.212341881,0.976776312,10,16.5,20,1046.306531,1167.619365,1278.601734,11.61742638,68,77.33333333,85,28.72742547,0.703459633,0.782715126,0.839627797,883.8825416,913.4547231,936.0383863,4.054948879,4.520792903,5.050641638,1.268205569,1.435471117,1.570204549,0.019366083,0.042941983,0.051435113,9.671429259,16.25600341,10.61148464,10.97772771,9.697844642,7.098057681,4.487708357,7.78638899,2.153906793,1.536829266,1.689242798,0.561665058,9.459824589,59.68126128,122.8616314,84,102.2857143,117,28.84415072,36.76576695,47.50484894,0.554867218,0.716123246,0.946934798,0.723396202,0.821888273,0.917992498,2,1,4
V_F_11_I_12,99,2,7.954089059,11.9844115,7.767883005,3.922320058,1.513089079,0.866951771,0.980270539,1.032115373,4.270642786,7.877505592,4.334176975,1.649184061,0.717309506,0.443257749,0.368989428,0.297914432,0,0.208804807,0.971845002,11,19,29,930.4564184,1096.728627,1210.529172,15.33146423,57,67.16666667,74,27.89348041,0.734637238,0.767847224,0.794027195,730.3244777,799.3359637,847.6976904,5.003723463,5.643804796,6.862079581,1.533888972,1.665976982,1.9012219,0.036832257,0.042023687,0.04908569,9.245249627,9.874358653,11.46331423,11.92135574,9.404609325,5.745695555,2.2130103,5.756455712,5.871288236,2.05786334,2.781045919,1.219193626,9.90856637,27.86000282,43.02116122,102,111.2857143,115,37.61021776,42.57875355,46.02630548,0.610908987,0.7484153,0.931848287,0.767588942,0.866601112,0.916417413,5,0,2
V_F_11_I_13,100,2,8.321265814,12.00581384,7.866613054,4.513202783,1.692362867,0.900164648,0.944272191,1.137162042,4.742120916,8.99422052,4.754331416,2.88196931,1.029513713,0.618362311,0.641072074,0.651626792,0,0.217255742,0.973143803,12,16.66666667,30,1057.975914,1111.876297,1163.360583,16.09659922,62,67.16666667,72,31.09620073,0.752691365,0.776173908,0.801076394,791.5113248,816.5554897,857.2555621,5.028935418,5.620345844,6.150263485,1.529097161,1.6723281,1.798138862,0.037949501,0.042926427,0.047364552,8.76268487,13.32618819,8.936082288,9.046688203,9.210272805,4.969551791,5.029121713,6.822217798,3.456552812,4.309040756,3.852583279,1.684201851,24.52732851,77.16760264,124.6059884,102,109.8571429,117,36.89301472,40.29587446,42.74528087,0.715411656,0.78144519,0.878109157,0.847317154,0.875138637,0.907443321,6,0,1
V_F_11_I_14,101,2,7.340162276,12.81961186,7.035524787,4.080191471,1.648586634,0.832062133,0.928690902,1.225833711,3.510064877,8.588182514,4.855103983,2.347278737,0.831154482,0.459658375,0.484100179,0.507862101,0,0.215040106,0.973237308,11,20,30,1054.920864,1123.84686,1208.886422,13.52685799,64,69,77,28.78142015,0.749191883,0.770455483,0.798726711,771.8311028,819.3174038,883.8706199,4.871785972,5.570820711,6.090521341,1.539875952,1.667672819,1.746104913,0.041245957,0.044236632,0.049565109,9.604686748,13.99478565,12.05154329,9.529133352,10.39124475,5.35135315,2.138197051,9.657346571,3.736307014,1.894073849,2.379870216,1.202116203,8.114175482,33.57725043,55.11015248,105,110,114,29.99868711,39.62021376,44.28317274,0.622636208,0.755991827,0.864957842,0.759076365,0.864675551,0.921891252,4,0,3
V_F_11_I_15,102,2,8.087921034,12.10244105,7.996620207,3.73087997,1.337335885,0.897280293,0.964753975,0.833343333,5.803272561,8.241827816,4.021769709,1.598786224,0.708340153,0.416260737,0.388159057,0.373233246,0,0.214098205,0.96721891,10,20.66666667,30,936.4587627,1031.038151,1111.84558,17.4739352,58,62.5,69,28.29694247,0.727485341,0.757922906,0.788836,731.6141157,779.5751378,841.8202647,5.313795623,6.205931115,7.098060192,1.611599852,1.77897492,1.977982392,0.037867851,0.043130574,0.050184233,8.449461055,12.77552519,9.475720276,9.381783515,10.63110606,7.201753015,3.730523277,8.238846386,1.584629773,1.70614353,2.097314209,0.698248272,11.12903719,61.74513349,91.13012246,93,104.5714286,117,30.09614091,37.14676623,46.01535618,0.572029075,0.710762481,0.884963696,0.703460363,0.808155996,0.926366977,3,0,4
V_F_11_I_16,103,2,8.087912541,12.10243173,7.996634916,3.730877957,1.337310941,0.897293293,0.964749256,0.833424813,5.80328167,8.24183149,4.021769895,1.598779034,0.708358354,0.416250655,0.388152777,0.373209938,0,0.214098208,0.967218945,10,20.66666667,30,936.4501871,1031.03512,1111.842538,17.47354341,58,62.5,69,28.29691521,0.727485117,0.757922758,0.788835811,731.6001534,779.5695187,841.8315621,5.313820679,6.205908474,7.097912678,1.611598178,1.778965629,1.977940199,0.037867847,0.043130677,0.050184135,9.503515368,11.02170818,9.365675193,8.22910894,7.402790968,4.284316343,1.02562943,5.988203818,2.02632931,0.720385269,0.893393657,0.566955307,7.313301238,20.6885415,32.43298379,91,107,116,31.44589682,39.18758359,44.44128745,0.379921419,0.677700255,0.907263898,0.590505718,0.810950839,0.90414957,4,0,3
V_F_11_I_17,104,2,8.278575661,10.58693704,9.431592869,5.653340311,2.209464881,1.046065202,1.560459885,1.876958286,5.289990807,4.700819748,2.593868475,1.409566889,0.539133896,0.401743385,0.434620652,0.497455992,0,0.209846852,0.97483828,10,18.83333333,40,962.3817666,1085.485988,1337.468673,17.68135047,60,71.16666667,89,27.77568501,0.694845837,0.760533624,0.848254028,779.2911398,858.7548701,955.4057364,3.789794813,5.435009493,6.612279982,1.198811258,1.658032601,1.926588531,0.041453597,0.046469911,0.052899679,12.57959986,16.27552589,8.889496618,9.575286405,9.629899877,5.756055962,1.615276375,6.735202451,3.630554937,3.434983076,4.014890163,3.360490053,4.372767287,65.94145037,188.2970144,104,114,120,37.31742518,43.60426867,48.88726479,0.62931498,0.776687553,0.895869885,0.825025099,0.87839103,0.909263307,4,2,1
V_F_11_I_18,105,2,5.668865566,12.66081335,9.579373862,4.321013574,1.561909621,0.891806389,0.862386716,0.897281966,3.276968671,9.055617525,5.916831052,3.071671311,1.209028606,0.63612084,0.534929479,0.656048268,0,0.217725562,0.980682818,18,25,29,1141.247404,1199.069642,1245.209435,9.680962193,64,68.16666667,70,30.40794677,0.773496496,0.785271323,0.79930355,742.4915653,787.8827633,802.2932498,5.30195221,5.51893839,6.120118508,1.524211933,1.588568062,1.69643392,0.035635509,0.037642559,0.039848021,10.65106827,11.16086335,9.010691407,9.298993491,8.030925647,5.177173772,0.790689684,7.474290105,2.738719224,0.73645302,0.805099513,0.624732307,3.519477056,19.82808409,27.79648415,91,106.5714286,115,33.4828565,38.10919987,42.61956174,0.524897962,0.706239183,0.967542704,0.588858841,0.765727573,0.924071015,3,0,4
V_F_11_I_19,106,2,6.395053743,12.40522612,11.07972717,5.315661013,1.726907119,0.967861525,0.990886541,1.214444891,4.750545698,10.09447031,6.793491682,3.061002849,1.232744117,0.640186494,0.599160062,0.614003628,0,0.216532037,0.982609154,10,25.16666667,30,1106.707709,1175.720729,1244.248091,10.99406174,65,68.16666667,73,33.37035104,0.76601802,0.791854731,0.806848188,764.7861605,800.1268998,839.3481904,5.065879059,5.535848975,6.010261309,1.511030405,1.605202231,1.717770617,0.040268889,0.042829925,0.045959917,8.968748807,13.42505887,18.60833108,12.91102805,14.48007876,10.75991577,4.308692807,8.84317925,3.840000118,2.874343976,3.260207907,1.310675412,4.264680527,68.30429263,103.7615016,102,113.4285714,121,33.8794663,42.83757267,49.12531958,0.582883528,0.762958946,0.913021259,0.777972895,0.876456418,0.929244002,5,0,2
V_F_11_I_20,107,2,8.278575536,10.58693776,9.431599101,5.653336515,2.209424464,1.046032562,1.560431099,1.876966653,5.28999304,4.700821825,2.593876033,1.409561842,0.539128649,0.401730695,0.434631198,0.49744352,0,0.209846906,0.97483828,10,18.83333333,40,962.3832441,1085.487877,1337.465723,17.68148351,60,71.16666667,89,27.77568913,0.694845624,0.760533624,0.848253078,779.2943541,858.7590057,955.405937,3.789828423,5.435020091,6.61232682,1.198823299,1.658038899,1.926590493,0.04145326,0.046470026,0.052899897,8.595188667,12.59169435,8.046165395,6.557499591,7.248298727,4.648884159,0.773744735,4.964159421,1.428340549,0.486540878,0.425927237,0.352942704,4.071144649,31.68366322,55.03340605,81,100.1428571,115,30.74866047,36.72354501,43.19505441,0.373605612,0.690006458,0.979199419,0.474433207,0.731368477,0.893888379,3,0,4
